DateTime,Date,Time,Year,Month,Day,Hour,Open,High,Low,Close,Volume,Price_Change,Price_Change_Percent
2024-07-18 15:00:00-04:00,2024-07-18,15:00:00,2024,7,18,15,2454.39990234375,2454.60009765625,2442.89990234375,2445.60009765625,15421,-8.699951171875,-0.3544778958884498
2024-07-18 16:00:00-04:00,2024-07-18,16:00:00,2024,7,18,16,2445.699951171875,2456.39990234375,2443.800048828125,2447.89990234375,3380,2.2998046875,0.09403846073214872
2024-07-18 18:00:00-04:00,2024-07-18,18:00:00,2024,7,18,18,2448.0,2448.39990234375,2446.0,2446.800048828125,0,-1.099853515625,-0.044930493872397115
2024-07-18 19:00:00-04:00,2024-07-18,19:00:00,2024,7,18,19,2446.60009765625,2447.5,2443.60009765625,2443.699951171875,2422,-3.10009765625,-0.12670008150992285
2024-07-18 20:00:00-04:00,2024-07-18,20:00:00,2024,7,18,20,2443.800048828125,2443.800048828125,2429.0,2437.300048828125,13261,-6.39990234375,-0.26189395063338505
2024-07-18 21:00:00-04:00,2024-07-18,21:00:00,2024,7,18,21,2437.0,2437.5,2423.199951171875,2428.699951171875,10374,-8.60009765625,-0.3528534642415093
2024-07-18 22:00:00-04:00,2024-07-18,22:00:00,2024,7,18,22,2428.39990234375,2431.300048828125,2425.0,2431.0,6030,2.300048828125,0.09470288114492575
2024-07-18 23:00:00-04:00,2024-07-18,23:00:00,2024,7,18,23,2430.800048828125,2432.0,2427.300048828125,2431.699951171875,3719,0.699951171875,0.028792726115800527
2024-07-19 00:00:00-04:00,2024-07-19,00:00:00,2024,7,19,0,2431.10009765625,2431.800048828125,2426.60009765625,2428.199951171875,3316,-3.5,-0.14393223137226796
2024-07-19 01:00:00-04:00,2024-07-19,01:00:00,2024,7,19,1,2428.10009765625,2428.60009765625,2423.39990234375,2425.800048828125,5721,-2.39990234375,-0.09883462614319605
2024-07-19 02:00:00-04:00,2024-07-19,02:00:00,2024,7,19,2,2425.699951171875,2426.5,2416.89990234375,2422.300048828125,15027,-3.5,-0.1442822957189227
2024-07-19 03:00:00-04:00,2024-07-19,03:00:00,2024,7,19,3,2422.300048828125,2424.5,2415.300048828125,2420.39990234375,10921,-1.900146484375,-0.07844389407061225
2024-07-19 04:00:00-04:00,2024-07-19,04:00:00,2024,7,19,4,2420.5,2423.89990234375,2418.60009765625,2422.60009765625,7109,2.2001953125,0.0909021401946708
2024-07-19 05:00:00-04:00,2024-07-19,05:00:00,2024,7,19,5,2422.699951171875,2423.39990234375,2416.89990234375,2418.199951171875,6423,-4.400146484375,-0.18162908887158213
2024-07-19 06:00:00-04:00,2024-07-19,06:00:00,2024,7,19,6,2418.199951171875,2418.5,2412.60009765625,2414.60009765625,8430,-3.599853515625,-0.14886500654672785
2024-07-19 07:00:00-04:00,2024-07-19,07:00:00,2024,7,19,7,2414.699951171875,2416.5,2410.60009765625,2412.10009765625,9085,-2.5,-0.10353681350492305
2024-07-19 08:00:00-04:00,2024-07-19,08:00:00,2024,7,19,8,2412.199951171875,2412.300048828125,2403.60009765625,2405.800048828125,25832,-6.300048828125,-0.26118521508483594
2024-07-19 09:00:00-04:00,2024-07-19,09:00:00,2024,7,19,9,2405.800048828125,2408.699951171875,2395.699951171875,2405.800048828125,37898,0.0,0.0
2024-07-19 10:00:00-04:00,2024-07-19,10:00:00,2024,7,19,10,2405.699951171875,2406.699951171875,2397.699951171875,2399.89990234375,19928,-5.900146484375,-0.245246752208228
2024-07-19 11:00:00-04:00,2024-07-19,11:00:00,2024,7,19,11,2399.89990234375,2410.699951171875,2399.800048828125,2407.300048828125,17146,7.400146484375,0.3083522974082431
2024-07-19 12:00:00-04:00,2024-07-19,12:00:00,2024,7,19,12,2407.300048828125,2407.89990234375,2401.0,2401.5,7889,-5.800048828125,-0.24093584972709747
2024-07-19 13:00:00-04:00,2024-07-19,13:00:00,2024,7,19,13,2401.699951171875,2402.699951171875,2397.300048828125,2400.800048828125,13803,-0.699951171875,-0.029146415651670754
2024-07-19 14:00:00-04:00,2024-07-19,14:00:00,2024,7,19,14,2400.800048828125,2401.89990234375,2398.89990234375,2400.300048828125,4029,-0.5,-0.020826390779360437
2024-07-19 15:00:00-04:00,2024-07-19,15:00:00,2024,7,19,15,2400.39990234375,2402.0,2398.800048828125,2400.699951171875,5784,0.39990234375,0.01666051475295305
2024-07-19 16:00:00-04:00,2024-07-19,16:00:00,2024,7,19,16,2400.699951171875,2403.300048828125,2399.10009765625,2402.800048828125,3075,2.10009765625,0.08747855621127343
2024-07-21 18:00:00-04:00,2024-07-21,18:00:00,2024,7,21,18,2403.699951171875,2413.199951171875,2402.5,2412.800048828125,4220,10.0,0.416181113566938
2024-07-21 19:00:00-04:00,2024-07-21,19:00:00,2024,7,21,19,2412.800048828125,2413.699951171875,2410.60009765625,2413.300048828125,2373,0.5,0.0207228112517166
2024-07-21 20:00:00-04:00,2024-07-21,20:00:00,2024,7,21,20,2413.39990234375,2413.39990234375,2408.699951171875,2409.800048828125,3396,-3.5,-0.14502962454666646
2024-07-21 21:00:00-04:00,2024-07-21,21:00:00,2024,7,21,21,2409.699951171875,2414.39990234375,2407.699951171875,2408.5,5278,-1.300048828125,-0.053948410730475516
2024-07-21 22:00:00-04:00,2024-07-21,22:00:00,2024,7,21,22,2408.39990234375,2410.0,2405.10009765625,2408.39990234375,4072,-0.10009765625,-0.004156016452150357
